ArrestNumber,ArChgNumID,Severity,NIBRS_Group,NIBRS_Crime_Category
18-010253,18-010253-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-018020,18-018020-01,M,B,PUBLIC INTOXICATION
18-016693,18-016693-01,M,B,DRIVING UNDER THE INFLUENCE
18-006530,18-006530-01,M,B,PUBLIC INTOXICATION
18-015271,18-015271-01,M,B,PUBLIC INTOXICATION
18-013461,18-013461-01,M,A,LARCENY/ THEFT OFFENSES
18-024448,18-024448-01,M,B,PUBLIC INTOXICATION
18-036844,18-036844-01,M,B,DRIVING UNDER THE INFLUENCE
18-002882,18-002882-01,M,B,DRIVING UNDER THE INFLUENCE
19-012526,19-012526-01,M,B,TRESPASS OF REAL PROPERTY
18-022281,18-022281-01,M,B,PUBLIC INTOXICATION
18-033856,18-033856-01,M,B,PUBLIC INTOXICATION
18-044625,18-044625-01,F,A,WEAPON LAW VIOLATIONS
18-013836,18-013836-01,M,B,DRIVING UNDER THE INFLUENCE
18-014912,18-014912-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-028478,18-028478-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-042422,18-042422-01,M,B,PUBLIC INTOXICATION
18-001502,18-001502-01,M,B,PUBLIC INTOXICATION
16-030024,16-030024-01,M,B,PUBLIC INTOXICATION
18-034699,18-034699-01,F,A,LARCENY/ THEFT OFFENSES
18-028175,18-028175-01,M,A,LARCENY/ THEFT OFFENSES
18-041837,18-041837-01,F,A,BURGLARY/ BREAKING & ENTERING
18-039179,18-039179-01,M,B,PUBLIC INTOXICATION
18-022301,18-022301-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-038430,18-038430-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-020708,18-020708-01,M,B,PUBLIC INTOXICATION
18-011693,18-011693-03,F,A,FRAUD OFFENSES
19-028174,19-028174-01,M,B,PUBLIC INTOXICATION
18-040083,18-040083-01,M,B,PUBLIC INTOXICATION
18-018189,18-018189-01,M,B,PUBLIC INTOXICATION
18-014717,18-014717-03,M,B,ALL OTHER OFFENSES
18-006765,18-006765-01,F,A,LARCENY/ THEFT OFFENSES
18-028072,18-028072-01,F,A,ROBBERY
18-042934,18-042934-01,M,B,PUBLIC INTOXICATION
18-041470,18-041470-01,M,B,PUBLIC INTOXICATION
18-041929,18-041929-01,M,B,DRIVING UNDER THE INFLUENCE
18-003070,18-003070-01,M,B,PUBLIC INTOXICATION
17-044475,17-044475-01,M,B,PUBLIC INTOXICATION
18-026738,18-026738-01,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-026604,18-026604-01,M,B,PUBLIC INTOXICATION
18-042134,18-042134-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-039328,18-039328-01,M,B,PUBLIC INTOXICATION
18-024858,18-024858-01,F,A,LARCENY/ THEFT OFFENSES
18-009488,18-009488-01,M,B,TRESPASS OF REAL PROPERTY
18-030422,18-030422-01,M,A,DRUG/ NARCOTIC VIOLATIONS
19-006204,19-006204-01,F,A,LARCENY/ THEFT OFFENSES
18-040379,18-040379-02,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-042460,18-042460-03,M,B,ALL OTHER OFFENSES
18-009611,18-009611-01,M,B,PUBLIC INTOXICATION
18-043441,18-043441-01,M,B,PUBLIC INTOXICATION
18-018680,18-018680-06,M,B,ALL OTHER OFFENSES
18-035353,18-035353-01,M,B,PUBLIC INTOXICATION
18-034820,18-034820-01,F,A,WEAPON LAW VIOLATIONS
18-037575,18-037575-01,M,B,PUBLIC INTOXICATION
18-022949,18-022949-01,M,B,PUBLIC INTOXICATION
18-038011,18-038011-01,F,A,ASSAULT OFFENSES
18-040978,18-040978-01,M,B,DRIVING UNDER THE INFLUENCE
18-037715,18-037715-02,F,A,ASSAULT OFFENSES
18-030893,18-030893-02,M,B,PUBLIC INTOXICATION
18-035206,18-035206-01,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
17-049333,17-049333-01,M,B,PUBLIC INTOXICATION
18-028105,18-028105-01,M,A,LARCENY/ THEFT OFFENSES
18-015741,18-015741-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-000191,18-000191-01,M,B,PUBLIC INTOXICATION
19-001795,19-001795-01,M,B,PUBLIC INTOXICATION
18-023528,18-023528-01,M,B,PUBLIC INTOXICATION
18-034737,18-034737-01,M,B,PUBLIC INTOXICATION
18-039784,18-039784-01,M,B,DRIVING UNDER THE INFLUENCE
18-017310,18-017310-01,M,B,PUBLIC INTOXICATION
18-029283,18-029283-01,M,B,PUBLIC INTOXICATION
18-043766,18-043766-01,M,B,DRIVING UNDER THE INFLUENCE
17-048710,17-048710-01,M,B,PUBLIC INTOXICATION
18-036723,18-036723-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-030119,18-030119-01,M,A,LARCENY/ THEFT OFFENSES
18-013223,18-013223-01,M,B,PUBLIC INTOXICATION
17-025548,17-025548-01,M,B,PUBLIC INTOXICATION
18-029631,18-029631-01,M,B,TRESPASS OF REAL PROPERTY
18-040055,18-040055-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-025686,18-025686-01,M,B,PUBLIC INTOXICATION
18-003439,18-003439-01,M,B,PUBLIC INTOXICATION
18-018735,18-018735-01,M,B,PUBLIC INTOXICATION
19-008700,19-008700-01,M,A,ASSAULT OFFENSES
18-035618,18-035618-01,M,B,PUBLIC INTOXICATION
18-004534,18-004534-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-021258,18-021258-01,M,B,PUBLIC INTOXICATION
18-039963,18-039963-02,M,B,ALL OTHER OFFENSES
18-029009,18-029009-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-029767,18-029767-01,M,B,PUBLIC INTOXICATION
18-038175,18-038175-02,F,A,COUNTERFEITING / FORGERY
18-030962,18-030962-01,M,B,TRESPASS OF REAL PROPERTY
18-027410,18-027410-01,M,B,DRIVING UNDER THE INFLUENCE
19-000394,19-000394-01,M,B,PUBLIC INTOXICATION
18-009233,18-009233-01,M,B,PUBLIC INTOXICATION
18-027297,18-027297-01,M,B,PUBLIC INTOXICATION
18-016689,18-016689-02,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-019597,18-019597-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-011044,18-011044-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-028546,18-028546-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-027147,18-027147-01,M,B,PUBLIC INTOXICATION
18-021296,18-021296-01,M,B,PUBLIC INTOXICATION
19-005529,19-005529-01,M,B,PUBLIC INTOXICATION
18-039951,18-039951-01,F,A,MOTOR VEHICLE THEFT
18-023136,18-023136-01,M,B,PUBLIC INTOXICATION
18-040289,18-040289-01,M,B,DRIVING UNDER THE INFLUENCE
18-018078,18-018078-01,M,B,TRESPASS OF REAL PROPERTY
18-032375,18-032375-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
19-023163,19-023163-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-009264,18-009264-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-022482,18-022482-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-028454,18-028454-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-037257,18-037257-01,F,A,ASSAULT OFFENSES
18-004754,18-004754-01,M,B,DRIVING UNDER THE INFLUENCE
18-024799,18-024799-01,F,A,WEAPON LAW VIOLATIONS
18-016051,18-016051-04,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-031010,18-031010-01,M,B,TRESPASS OF REAL PROPERTY
17-002559,17-002559-01,M,B,TRESPASS OF REAL PROPERTY
18-014258,18-014258-01,M,B,DRIVING UNDER THE INFLUENCE
19-045366,19-045366-01,M,B,PUBLIC INTOXICATION
18-013318,18-013318-01,F,A,LARCENY/ THEFT OFFENSES
18-044318,18-044318-01,M,A,LARCENY/ THEFT OFFENSES
18-020576,18-020576-01,M,B,PUBLIC INTOXICATION
18-042119,18-042119-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-033453,18-033453-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-006059,18-006059-01,M,B,TRESPASS OF REAL PROPERTY
18-043806,18-043806-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-015087,18-015087-01,M,B,PUBLIC INTOXICATION
18-032100,18-032100-01,M,A,DRUG/ NARCOTIC VIOLATIONS
16-028971,16-028971-01,M,B,PUBLIC INTOXICATION
18-031700,18-031700-02,M,B,ALL OTHER OFFENSES
18-031983,18-031983-01,M,B,DRIVING UNDER THE INFLUENCE
19-004706,19-004706-01,M,B,TRESPASS OF REAL PROPERTY
18-014681,18-014681-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
17-022074,17-022074-01,M,B,PUBLIC INTOXICATION
18-012512,18-012512-01,M,B,TRESPASS OF REAL PROPERTY
18-012227,18-012227-01,M,B,PUBLIC INTOXICATION
18-017394,18-017394-01,M,B,PUBLIC INTOXICATION
18-022917,18-022917-01,M,B,PUBLIC INTOXICATION
18-022442,18-022442-01,M,B,"FAMILY OFFENSES, NONVIOLENT"
18-013774,18-013774-01,F,A,BURGLARY/ BREAKING & ENTERING
19-011904,19-011904-01,M,B,PUBLIC INTOXICATION
16-046446,16-046446-01,M,B,PUBLIC INTOXICATION
18-027248,18-027248-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-000365,18-000365-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-008156,18-008156-01,M,B,PUBLIC INTOXICATION
18-000685,18-000685-01,M,B,TRESPASS OF REAL PROPERTY
18-010619,18-010619-01,M,B,PUBLIC INTOXICATION
17-027237,17-027237-01,M,B,PUBLIC INTOXICATION
18-024508,18-024508-01,M,B,PUBLIC INTOXICATION
18-036083,18-036083-01,M,B,PUBLIC INTOXICATION
18-019476,18-019476-01,M,B,DRIVING UNDER THE INFLUENCE
18-033896,18-033896-02,M,B,PUBLIC INTOXICATION
19-009918,19-009918-01,M,B,PUBLIC INTOXICATION
18-014764,18-014764-01,M,B,PUBLIC INTOXICATION
18-038318,18-038318-01,M,B,PUBLIC INTOXICATION
18-026720,18-026720-01,M,B,PUBLIC INTOXICATION
18-009182,18-009182-01,M,B,PUBLIC INTOXICATION
18-041280,18-041280-01,M,B,PUBLIC INTOXICATION
18-035471,18-035471-01,M,B,PUBLIC INTOXICATION
18-017419,18-017419-01,M,B,DRIVING UNDER THE INFLUENCE
18-001962,18-001962-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-042041,18-042041-02,M,B,ALL OTHER OFFENSES
18-008405,18-008405-01,M,B,DRIVING UNDER THE INFLUENCE
18-030437,18-030437-01,M,B,TRESPASS OF REAL PROPERTY
18-017436,18-017436-01,M,B,PUBLIC INTOXICATION
18-014556,18-014556-01,M,A,WEAPON LAW VIOLATIONS
19-021446,19-021446-01,M,B,PUBLIC INTOXICATION
16-014006,16-014006-01,M,B,PUBLIC INTOXICATION
18-001500,18-001500-01,M,B,PUBLIC INTOXICATION
18-001590,18-001590-01,M,B,PUBLIC INTOXICATION
18-039350,18-039350-01,M,B,DISORDERLY CONDUCT
18-025965,18-025965-01,M,B,PUBLIC INTOXICATION
18-016235,18-016235-01,M,A,LARCENY/ THEFT OFFENSES
18-026156,18-026156-02,M,B,PUBLIC INTOXICATION
18-005164,18-005164-02,M,B,PUBLIC INTOXICATION
18-040515,18-040515-01,M,B,PUBLIC INTOXICATION
18-041707,18-041707-01,M,B,PUBLIC INTOXICATION
18-017981,18-017981-01,F,A,ROBBERY
18-010463,18-010463-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-022719,18-022719-01,M,B,PUBLIC INTOXICATION
18-013032,18-013032-01,F,A,LARCENY/ THEFT OFFENSES
18-001085,18-001085-01,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-005415,18-005415-01,F,A,ASSAULT OFFENSES
18-018522,18-018522-01,M,B,PUBLIC INTOXICATION
18-030741,18-030741-01,M,B,PUBLIC INTOXICATION
18-017293,18-017293-01,F,A,FRAUD OFFENSES
18-036307,18-036307-01,M,B,TRESPASS OF REAL PROPERTY
18-019221,18-019221-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-035462,18-035462-01,F,A,FRAUD OFFENSES
18-022537,18-022537-01,M,B,DRIVING UNDER THE INFLUENCE
18-014686,18-014686-01,M,B,PUBLIC INTOXICATION
18-008101,18-008101-01,M,B,PUBLIC INTOXICATION
17-014031,17-014031-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-036101,18-036101-01,M,B,TRESPASS OF REAL PROPERTY
18-039118,18-039118-01,M,B,ALL OTHER OFFENSES
18-021253,18-021253-01,M,B,PUBLIC INTOXICATION
18-010192,18-010192-01,M,B,PUBLIC INTOXICATION
17-032329,17-032329-01,M,B,PUBLIC INTOXICATION
18-010327,18-010327-01,M,B,PUBLIC INTOXICATION
18-045623,18-045623-01,M,B,PUBLIC INTOXICATION
16-048749,16-048749-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-034987,18-034987-01,M,B,PUBLIC INTOXICATION
18-008077,18-008077-01,M,B,PUBLIC INTOXICATION
18-019979,18-019979-01,F,A,MOTOR VEHICLE THEFT
18-004193,18-004193-01,M,B,PUBLIC INTOXICATION
18-002196,18-002196-01,M,B,PUBLIC INTOXICATION
19-035334,19-035334-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-035639,18-035639-01,M,B,DRIVING UNDER THE INFLUENCE
18-037711,18-037711-01,M,B,DRIVING UNDER THE INFLUENCE
17-030130,17-030130-01,M,B,PUBLIC INTOXICATION
18-010877,18-010877-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-005920,18-005920-01,M,B,DRIVING UNDER THE INFLUENCE
18-030074,18-030074-01,M,A,DRUG/ NARCOTIC VIOLATIONS
17-051528,17-051528-01,M,B,PUBLIC INTOXICATION
18-006274,18-006274-01,M,A,DRUG/ NARCOTIC VIOLATIONS
16-004280,16-004280-01,M,B,PUBLIC INTOXICATION
18-045435,18-045435-03,M,B,ALL OTHER OFFENSES
20-023263,20-023263-01,M,B,PUBLIC INTOXICATION
18-023122,18-023122-01,F,A,LARCENY/ THEFT OFFENSES
18-034513,18-034513-01,M,B,PUBLIC INTOXICATION
18-000747,18-000747-01,M,B,PUBLIC INTOXICATION
18-024827,18-024827-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-032309,18-032309-01,M,B,PUBLIC INTOXICATION
18-013887,18-013887-01,F,B,ALL OTHER OFFENSES
18-039222,18-039222-01,M,B,DRIVING UNDER THE INFLUENCE
17-046441,17-046441-01,M,B,PUBLIC INTOXICATION
18-000278,18-000278-01,F,A,MOTOR VEHICLE THEFT
19-045442,19-045442-01,M,B,PUBLIC INTOXICATION
18-025649,18-025649-01,M,B,PUBLIC INTOXICATION
18-036262,18-036262-01,M,A,LARCENY/ THEFT OFFENSES
18-018517,18-018517-01,M,B,PUBLIC INTOXICATION
18-020339,18-020339-01,M,B,PUBLIC INTOXICATION
18-023810,18-023810-01,M,B,DRIVING UNDER THE INFLUENCE
18-020653,18-020653-01,M,B,PUBLIC INTOXICATION
18-027441,18-027441-01,M,B,PUBLIC INTOXICATION
18-002973,18-002973-01,M,B,PUBLIC INTOXICATION
18-028110,18-028110-01,M,A,LARCENY/ THEFT OFFENSES
18-037165,18-037165-01,M,A,LARCENY/ THEFT OFFENSES
18-001536,18-001536-01,M,B,PUBLIC INTOXICATION
18-029451,18-029451-01,M,B,PUBLIC INTOXICATION
18-043465,18-043465-01,F,A,LARCENY/ THEFT OFFENSES
18-012397,18-012397-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-044954,18-044954-01,M,B,DRIVING UNDER THE INFLUENCE
20-006329,20-006329-01,M,B,PUBLIC INTOXICATION
18-006008,18-006008-01,M,B,PUBLIC INTOXICATION
18-035306,18-035306-01,M,B,PUBLIC INTOXICATION
18-011424,18-011424-01,F,A,ASSAULT OFFENSES
18-011459,18-011459-01,M,B,PUBLIC INTOXICATION
18-009039,18-009039-01,M,B,PUBLIC INTOXICATION
18-014077,18-014077-02,M,B,ALL OTHER OFFENSES
18-023934,18-023934-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-017378,18-017378-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-042167,18-042167-01,F,A,MOTOR VEHICLE THEFT
18-026397,18-026397-01,M,B,TRESPASS OF REAL PROPERTY
18-034211,18-034211-01,M,B,PUBLIC INTOXICATION
16-051648,16-051648-01,M,B,PUBLIC INTOXICATION
18-009121,18-009121-01,M,B,PUBLIC INTOXICATION
18-017725,18-017725-01,M,B,PUBLIC INTOXICATION
18-006366,18-006366-01,M,B,DRIVING UNDER THE INFLUENCE
18-030650,18-030650-01,M,A,LARCENY/ THEFT OFFENSES
18-031816,18-031816-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-045562,18-045562-01,M,B,PUBLIC INTOXICATION
18-002753,18-002753-01,M,A,LARCENY/ THEFT OFFENSES
18-037613,18-037613-01,M,A,LARCENY/ THEFT OFFENSES
18-030853,18-030853-01,M,B,TRESPASS OF REAL PROPERTY
18-042465,18-042465-01,M,A,LARCENY/ THEFT OFFENSES
17-018503,17-018503-01,M,B,PUBLIC INTOXICATION
18-012412,18-012412-01,M,B,PUBLIC INTOXICATION
18-021726,18-021726-01,M,B,PUBLIC INTOXICATION
18-031851,18-031851-01,M,B,PUBLIC INTOXICATION
18-007175,18-007175-01,M,B,PUBLIC INTOXICATION
18-032606,18-032606-01,M,B,PUBLIC INTOXICATION
18-036688,18-036688-01,M,B,PUBLIC INTOXICATION
18-010541,18-010541-01,M,B,PUBLIC INTOXICATION
18-018452,18-018452-01,M,B,TRESPASS OF REAL PROPERTY
18-033964,18-033964-01,M,B,PUBLIC INTOXICATION
18-036999,18-036999-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-008934,18-008934-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-003456,18-003456-01,M,B,PUBLIC INTOXICATION
18-016008,18-016008-01,M,B,PUBLIC INTOXICATION
20-009456,20-009456-01,M,B,PUBLIC INTOXICATION
18-017907,18-017907-01,M,B,PUBLIC INTOXICATION
18-008810,18-008810-02,M,B,PUBLIC INTOXICATION
18-022682,18-022682-01,M,B,PUBLIC INTOXICATION
18-036487,18-036487-01,M,B,PUBLIC INTOXICATION
18-003219,18-003219-01,M,B,PUBLIC INTOXICATION
18-012188,18-012188-01,F,A,BURGLARY/ BREAKING & ENTERING
18-038925,18-038925-01,F,A,ROBBERY
18-012509,18-012509-01,M,B,PUBLIC INTOXICATION
18-018385,18-018385-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-021811,18-021811-01,M,B,DRIVING UNDER THE INFLUENCE
18-038555,18-038555-01,M,B,PUBLIC INTOXICATION
18-023523,18-023523-01,M,A,DRUG/ NARCOTIC VIOLATIONS
16-014854,16-014854-01,M,B,PUBLIC INTOXICATION
18-002175,18-002175-01,M,A,ASSAULT OFFENSES
18-004751,18-004751-01,M,B,PUBLIC INTOXICATION
18-015878,18-015878-01,M,B,PUBLIC INTOXICATION
18-040764,18-040764-01,M,B,DRIVING UNDER THE INFLUENCE
18-025338,18-025338-01,M,B,DRIVING UNDER THE INFLUENCE
18-039853,18-039853-01,M,B,PUBLIC INTOXICATION
18-015638,18-015638-01,M,B,PUBLIC INTOXICATION
18-006515,18-006515-01,M,B,PUBLIC INTOXICATION
18-025655,18-025655-01,M,B,DRIVING UNDER THE INFLUENCE
18-002154,18-002154-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-012676,18-012676-01,F,A,LARCENY/ THEFT OFFENSES
19-013652,19-013652-01,M,B,PUBLIC INTOXICATION
18-037509,18-037509-01,F,B,ALL OTHER OFFENSES
18-027469,18-027469-01,F,A,ASSAULT OFFENSES
18-025836,18-025836-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-030722,18-030722-01,M,B,DRIVING UNDER THE INFLUENCE
18-019612,18-019612-01,M,B,PUBLIC INTOXICATION
18-004181,18-004181-01,M,B,PUBLIC INTOXICATION
18-040055,18-040055-02,M,B,PUBLIC INTOXICATION
18-045593,18-045593-01,M,B,DRIVING UNDER THE INFLUENCE
18-012245,18-012245-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-039165,18-039165-01,F,A,LARCENY/ THEFT OFFENSES
18-004998,18-004998-01,M,B,PUBLIC INTOXICATION
18-034708,18-034708-02,M,B,ALL OTHER OFFENSES
18-026157,18-026157-01,M,B,PUBLIC INTOXICATION
17-045274,17-045274-01,M,B,ALL OTHER OFFENSES
20-025702,20-025702-01,M,B,PUBLIC INTOXICATION
18-002130,18-002130-01,M,B,DRIVING UNDER THE INFLUENCE
20-015360,20-015360-01,F,A,MOTOR VEHICLE THEFT
18-031636,18-031636-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-006001,18-006001-01,F,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
19-013679,19-013679-01,M,B,PUBLIC INTOXICATION
18-001849,18-001849-01,M,B,PUBLIC INTOXICATION
18-015782,18-015782-01,M,B,PUBLIC INTOXICATION
18-009158,18-009158-01,M,B,PUBLIC INTOXICATION
18-027404,18-027404-01,M,B,PUBLIC INTOXICATION
17-032144,17-032144-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-013645,18-013645-01,F,A,LARCENY/ THEFT OFFENSES
18-016116,18-016116-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-026426,18-026426-01,M,B,PUBLIC INTOXICATION
18-027837,18-027837-02,M,B,ALL OTHER OFFENSES
18-038051,18-038051-01,M,B,PUBLIC INTOXICATION
18-030484,18-030484-01,M,B,PUBLIC INTOXICATION
18-012730,18-012730-02,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-005338,18-005338-01,M,B,DRIVING UNDER THE INFLUENCE
18-021919,18-021919-01,F,A,LARCENY/ THEFT OFFENSES
18-021615,18-021615-01,M,B,PUBLIC INTOXICATION
17-051870,17-051870-03,M,A,WEAPON LAW VIOLATIONS
18-011274,18-011274-01,M,B,DRIVING UNDER THE INFLUENCE
18-011896,18-011896-01,M,B,PUBLIC INTOXICATION
18-029338,18-029338-01,M,B,ALL OTHER OFFENSES
18-025440,18-025440-01,M,B,DRIVING UNDER THE INFLUENCE
18-023615,18-023615-01,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-032338,18-032338-01,M,B,ALL OTHER OFFENSES
17-044249,17-044249-01,M,B,PUBLIC INTOXICATION
18-024927,18-024927-01,M,B,PUBLIC INTOXICATION
18-001625,18-001625-01,M,B,PUBLIC INTOXICATION
18-025932,18-025932-01,M,B,PUBLIC INTOXICATION
18-038809,18-038809-01,M,B,TRESPASS OF REAL PROPERTY
18-018698,18-018698-01,M,B,PUBLIC INTOXICATION
19-009336,19-009336-01,M,B,TRESPASS OF REAL PROPERTY
18-039795,18-039795-01,M,B,PUBLIC INTOXICATION
18-025507,18-025507-01,M,B,DRIVING UNDER THE INFLUENCE
18-007948,18-007948-01,M,A,ASSAULT OFFENSES
18-017705,18-017705-01,M,B,PUBLIC INTOXICATION
17-048414,17-048414-01,M,B,PUBLIC INTOXICATION
18-007910,18-007910-01,F,A,ASSAULT OFFENSES
18-007097,18-007097-01,M,A,ASSAULT OFFENSES
17-042398,17-042398-01,M,B,PUBLIC INTOXICATION
18-044176,18-044176-01,M,B,PUBLIC INTOXICATION
18-044455,18-044455-01,M,B,PUBLIC INTOXICATION
18-006266,18-006266-03,F,A,DRUG/ NARCOTIC VIOLATIONS
18-000210,18-000210-01,M,B,PUBLIC INTOXICATION
18-021138,18-021138-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-032866,18-032866-01,M,B,TRESPASS OF REAL PROPERTY
18-024300,18-024300-01,M,B,PUBLIC INTOXICATION
18-003079,18-003079-01,M,B,PUBLIC INTOXICATION
18-021984,18-021984-03,M,B,ALL OTHER OFFENSES
18-003582,18-003582-01,M,B,PUBLIC INTOXICATION
18-001266,18-001266-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-027646,18-027646-01,M,B,PUBLIC INTOXICATION
19-000515,19-000515-01,M,B,PUBLIC INTOXICATION
18-033688,18-033688-01,M,A,LARCENY/ THEFT OFFENSES
17-014461,17-014461-01,M,B,DRIVING UNDER THE INFLUENCE
18-010981,18-010981-01,M,B,PUBLIC INTOXICATION
18-024948,18-024948-01,F,A,WEAPON LAW VIOLATIONS
18-029353,18-029353-01,M,B,PUBLIC INTOXICATION
17-024040,17-024040-01,F,B,DRIVING UNDER THE INFLUENCE
18-016510,18-016510-01,M,B,PUBLIC INTOXICATION
18-037523,18-037523-01,M,B,DRIVING UNDER THE INFLUENCE
18-029829,18-029829-01,M,B,PUBLIC INTOXICATION
18-013242,18-013242-02,F,B,ALL OTHER OFFENSES
18-009633,18-009633-01,M,B,PUBLIC INTOXICATION
18-001572,18-001572-01,M,B,DRIVING UNDER THE INFLUENCE
18-032101,18-032101-01,M,B,DRIVING UNDER THE INFLUENCE
18-032753,18-032753-01,M,B,PUBLIC INTOXICATION
18-040799,18-040799-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-002135,20-002135-01,M,B,PUBLIC INTOXICATION
19-018929,19-018929-01,M,B,PUBLIC INTOXICATION
18-027148,18-027148-01,F,B,ALL OTHER OFFENSES
18-031812,18-031812-01,M,B,PUBLIC INTOXICATION
18-028222,18-028222-01,M,B,PUBLIC INTOXICATION
19-011580,19-011580-01,M,B,PUBLIC INTOXICATION
18-025506,18-025506-01,M,B,PUBLIC INTOXICATION
18-002920,18-002920-01,M,B,PUBLIC INTOXICATION
18-044679,18-044679-01,M,B,PUBLIC INTOXICATION
18-044306,18-044306-01,M,B,PUBLIC INTOXICATION
19-001952,19-001952-01,M,B,PUBLIC INTOXICATION
18-036872,18-036872-01,F,B,DRIVING UNDER THE INFLUENCE
20-024161,20-024161-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
19-018928,19-018928-01,M,B,PUBLIC INTOXICATION
18-037539,18-037539-01,M,B,PUBLIC INTOXICATION
16-019534,16-019534-01,M,B,PUBLIC INTOXICATION
18-035863,18-035863-02,M,B,PUBLIC INTOXICATION
17-047477,17-047477-01,M,A,ASSAULT OFFENSES
18-026085,18-026085-01,M,A,LARCENY/ THEFT OFFENSES
18-016689,18-016689-01,M,B,DRIVING UNDER THE INFLUENCE
18-019524,18-019524-01,M,B,PUBLIC INTOXICATION
18-028324,18-028324-01,M,B,PUBLIC INTOXICATION
18-015741,18-015741-02,F,A,WEAPON LAW VIOLATIONS
18-039306,18-039306-01,M,B,PUBLIC INTOXICATION
18-006475,18-006475-01,M,B,PUBLIC INTOXICATION
18-015383,18-015383-01,M,B,DRIVING UNDER THE INFLUENCE
18-045622,18-045622-01,M,B,PUBLIC INTOXICATION
18-004373,18-004373-01,M,B,TRESPASS OF REAL PROPERTY
18-028807,18-028807-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-022165,18-022165-01,M,B,PUBLIC INTOXICATION
18-021170,18-021170-01,M,B,PUBLIC INTOXICATION
18-036180,18-036180-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-037367,18-037367-01,M,B,"FAMILY OFFENSES, NONVIOLENT"
18-038387,18-038387-01,M,B,TRESPASS OF REAL PROPERTY
18-024223,18-024223-01,M,B,PUBLIC INTOXICATION
18-042787,18-042787-02,M,B,ALL OTHER OFFENSES
19-010346,19-010346-01,F,A,BURGLARY/ BREAKING & ENTERING
18-009552,18-009552-01,M,B,DRIVING UNDER THE INFLUENCE
18-035866,18-035866-01,M,B,PUBLIC INTOXICATION
18-042791,18-042791-01,M,B,PUBLIC INTOXICATION
